Symbol,Name,MarketCap,Sector,Industry
LVHD,Legg Mason Low Volatility High Dividend ETF,0,n/a,n/a
UDBI,Legg Mason US Diversified Core ETF,0,n/a,n/a
LMAT,"LeMaitre Vascular, Inc.",413674675.7,Health Care,Medical/Dental Instruments
TREE,"LendingTree, Inc.",1410112558,Finance,Finance: Consumer Services
LXRX,"Lexicon Pharmaceuticals, Inc.",1673944807,Health Care,Major Pharmaceuticals
LGIH,"LGI Homes, Inc.",636559993.7,Capital Goods,Homebuilding
LHCG,LHC Group,892665791,Health Care,Medical/Nursing Services
LLIT,Lianluo Smart Limited,10301052.39,Health Care,Medical/Dental Instruments
LBRDA,Liberty Broadband Corporation,15161896405,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation,15440046303,Consumer Services,Television Services
LEXEA,"Liberty Expedia Holdings, Inc.",2462806375,Consumer Services,Other Consumer Services
LEXEB,"Liberty Expedia Holdings, Inc.",2334683500,Consumer Services,Other Consumer Services
LBTYA,Liberty Global plc,31215565868,Consumer Services,Television Services
LBTYB,Liberty Global plc,32844359729,Consumer Services,Television Services
LBTYK,Liberty Global plc,30517511356,Consumer Services,Television Services
LILA,Liberty Global plc,4050686238,Consumer Services,Television Services
LILAK,Liberty Global plc,4062777839,Consumer Services,Television Services
LVNTA,Liberty Interactive Corporation,3768841979,Consumer Services,Catalog/Specialty Distribution
LVNTB,Liberty Interactive Corporation,3832054651,Consumer Services,Catalog/Specialty Distribution
QVCA,Liberty Interactive Corporation,8573179620,Consumer Services,Catalog/Specialty Distribution
QVCB,Liberty Interactive Corporation,9064114614,Consumer Services,Catalog/Specialty Distribution
BATRA,Liberty Media Corporation,0,Consumer Services,Broadcasting
BATRK,Liberty Media Corporation,1080470876,Consumer Services,Broadcasting
FWONA,Liberty Media Corporation,0,Consumer Services,Broadcasting
FWONK,Liberty Media Corporation,8045022787,Consumer Services,Broadcasting
LSXMA,Liberty Media Corporation,0,Consumer Services,Broadcasting
LSXMB,Liberty Media Corporation,0,Consumer Services,Broadcasting
LSXMK,Liberty Media Corporation,13007730349,Consumer Services,Broadcasting
TAX,"Liberty Tax, Inc.",184942591.1,Miscellaneous,Multi-Sector Companies
LTRPA,"Liberty TripAdvisor Holdings, Inc.",1001285725,Technology,EDP Services
LTRPB,"Liberty TripAdvisor Holdings, Inc.",1200042816,Technology,EDP Services
LPNT,"LifePoint Health, Inc.",2588368349,Health Care,Hospital/Nursing Management
LCUT,"Lifetime Brands, Inc.",211414545.6,Capital Goods,Industrial Machinery/Components
LFVN,Lifevantage Corporation,79242477.7,Health Care,Major Pharmaceuticals
LWAY,"Lifeway Foods, Inc.",174641649.1,Consumer Non-Durables,Packaged Foods
LGND,Ligand Pharmaceuticals Incorporated,2168347013,Health Care,Major Pharmaceuticals
LTBR,Lightbridge Corporation,5490253.015,Consumer Services,Professional Services
LPTH,"LightPath Technologies, Inc.",56944288.8,Technology,Semiconductors
LMB,"Limbach Holdings, Inc.",105108323.1,Basic Industries,Engineering & Construction
LLNW,"Limelight Networks, Inc.",239837642.2,Miscellaneous,Business Services
LMNR,Limoneira Co,259380539.5,Consumer Non-Durables,Farming/Seeds/Milling
LINC,Lincoln Educational Services Corporation,53941625.64,Consumer Services,Other Consumer Services
LECO,"Lincoln Electric Holdings, Inc.",5726592596,Technology,Industrial Machinery/Components
LIND,Lindblad Expeditions Holdings Inc.,412337265.6,Consumer Services,Transportation Services
LINDW,Lindblad Expeditions Holdings Inc.,0,Consumer Services,Transportation Services
LLTC,Linear Technology Corporation,15616712226,Technology,Semiconductors
LBIO,"Lion Biotechnologies, Inc.",474965267,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LPCN,Lipocine Inc.,73043572,Health Care,Major Pharmaceuticals
LQDT,"Liquidity Services, Inc.",260541556.7,Miscellaneous,Business Services
LFUS,"Littelfuse, Inc.",3698208507,Consumer Durables,Electrical Products
LIVN,LivaNova PLC,2480679665,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LOB,"Live Oak Bancshares, Inc.",863343473.8,Finance,Major Banks
LIVE,Live Ventures Incorporated,29625173.16,Technology,EDP Services
LPSN,"LivePerson, Inc.",402897407.5,Technology,Computer Software: Prepackaged Software
LKQ,LKQ Corporation,9766691099,Consumer Services,Motor Vehicles
LMFA,"LM Funding America, Inc.",13565640,Finance,Finance: Consumer Services
LMFAW,"LM Funding America, Inc.",0,Finance,Finance: Consumer Services
LMIA,"LMI Aerospace, Inc.",181213862.5,Capital Goods,Military/Government/Technical
LOGI,Logitech International S.A.,4688318577,Technology,Computer peripheral equipment
LOGM,"LogMein, Inc.",5139020000,n/a,n/a
EVAR,"Lombard Medical, Inc.",12924086.22,Health Care,Medical/Dental Instruments
CNCR,Loncar Cancer Immunotherapy ETF,0,n/a,n/a
LONE,Lonestar Resources US Inc.,124617980.7,Energy,Oil & Gas Production
LTEA,Long Island Iced Tea Corp.,32622958.01,Consumer Non-Durables,Beverages (Production/Distribution)
LORL,"Loral Space and Communications, Inc.",1226483577,Technology,Radio And Television Broadcasting And Communications Equipment
LOXO,"Loxo Oncology, Inc.",1175523509,Health Care,Major Pharmaceuticals
LPLA,LPL Financial Holdings Inc.,3612715481,Finance,Investment Bankers/Brokers/Service
LRAD,LRAD Corporation,51516166.86,Consumer Non-Durables,Consumer Electronics/Appliances
LYTS,LSI Industries Inc.,250812201.6,Consumer Durables,Building Products
LULU,lululemon athletica inc.,9006166446,Consumer Non-Durables,Apparel
LITE,Lumentum Holdings Inc.,2846648796,Consumer Durables,Telecommunications Equipment
LMNX,Luminex Corporation,746060680.6,Health Care,Medical/Dental Instruments
LMOS,Lumos Networks Corp.,417299766.6,Public Utilities,Telecommunications Equipment
LUNA,Luna Innovations Incorporated,51531832.27,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MBTF,M B T Financial Corp,246699303.6,Finance,Major Banks
MACQ,"M I Acquisitions, Inc.",0,Finance,Business Services
MACQU,"M I Acquisitions, Inc.",0,n/a,n/a
MACQW,"M I Acquisitions, Inc.",0,Finance,Business Services
MIII,M III Acquisition Corp.,188642200,Finance,Business Services
MIIIU,M III Acquisition Corp.,0,Finance,Business Services
MIIIW,M III Acquisition Corp.,0,Finance,Business Services
MBVX,"MabVax Therapeutics Holdings, Inc.",18825368.9,Health Care,Major Pharmaceuticals
MCBC,Macatawa Bank Corporation,344498998.2,Finance,Major Banks
MFNC,Mackinac Financial Corporation,83929171.4,Finance,Major Banks
MTSI,"MACOM Technology Solutions Holdings, Inc.",2904278797,Technology,Semiconductors
MGNX,"MacroGenics, Inc.",709616852.5,Health Care,Major Pharmaceuticals
MDGL,"Madrigal Pharmaceuticals, Inc.",186047995.9,Health Care,Major Pharmaceuticals
MAGS,Magal Security Systems Ltd.,103004306.1,Consumer Durables,Telecommunications Equipment
MGLN,"Magellan Health, Inc.",1616558626,Health Care,Hospital/Nursing Management
MGIC,Magic Software Enterprises Ltd.,349202857.5,Technology,Computer Software: Prepackaged Software
CALL,magicJack VocalTec Ltd,119225212.5,Public Utilities,Telecommunications Equipment
MNGA,MagneGas Corporation,25548258.96,Technology,Industrial Machinery/Components
MGYR,"Magyar Bancorp, Inc.",80908369.4,Finance,Savings Institutions
MHLD,"Maiden Holdings, Ltd.",1324261523,Finance,Property-Casualty Insurers
MSFG,"MainSource Financial Group, Inc.",828227916.4,Finance,Major Banks
MMYT,MakeMyTrip Limited,1633728067,Consumer Services,Transportation Services
MBUU,"Malibu Boats, Inc.",379806178.8,Capital Goods,Marine Transportation
MLVF,"Malvern Bancorp, Inc.",135139337.2,Finance,Banks
MAMS,"MAM Software Group, Inc.",78146055.24,Technology,Computer Software: Prepackaged Software
TUSK,"Mammoth Energy Services, Inc.",808125000,Energy,Oilfield Services/Equipment
MANH,"Manhattan Associates, Inc.",3569217132,Technology,Computer Software: Prepackaged Software
LOAN,"Manhattan Bridge Capital, Inc",49216967.8,Consumer Services,Real Estate Investment Trusts
MNTX,"Manitex International, Inc.",123777849.2,Technology,Industrial Machinery/Components
MTEX,"Mannatech, Incorporated",49707058,Consumer Durables,Specialty Chemicals
MNKD,MannKind Corporation,203420765.4,Health Care,Major Pharmaceuticals
MANT,ManTech International Corporation,1401482788,Consumer Services,Other Consumer Services
MARA,"Marathon Patent Group, Inc.",26058337.2,Miscellaneous,Multi-Sector Companies
MCHX,"Marchex, Inc.",116959751.8,Miscellaneous,Business Services
MARPS,Marine Petroleum Trust,9796000,Energy,Oil & Gas Production
MRNS,"Marinus Pharmaceuticals, Inc.",26208308.35,Health Care,Major Pharmaceuticals
MKTX,"MarketAxess Holdings, Inc.",7286112978,Finance,Investment Bankers/Brokers/Service
MRLN,Marlin Business Services Corp.,305502370.2,Finance,Major Banks
MAR,Marriott International,33289296336,Consumer Services,Hotels/Resorts
MBII,"Marrone Bio Innovations, Inc.",49316604,Basic Industries,Agricultural Chemicals
MRTN,"Marten Transport, Ltd.",799555417.5,Transportation,Trucking Freight/Courier Services
MMLP,Martin Midstream Partners L.P.,726526621.8,Energy,Oil Refining/Marketing
MRVL,Marvell Technology Group Ltd.,8172111000,Technology,Semiconductors
MASI,Masimo Corporation,4703089917,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MTCH,"Match Group, Inc.",4147454000,Technology,"Computer Software: Programming, Data Processing"
MTLS,Materialise NV,118933709.3,Technology,Computer Software: Prepackaged Software
MTRX,Matrix Service Company,422841276.9,Basic Industries,Engineering & Construction
MAT,"Mattel, Inc.",8715235226,Consumer Non-Durables,Recreational Products/Toys
MATR,Mattersight Corporation,93179471,Technology,EDP Services
MATW,Matthews International Corporation,2128636026,Capital Goods,Metal Fabrications
MXIM,"Maxim Integrated Products, Inc.",12528882360,Technology,Semiconductors
MXPT,"MaxPoint Interactive, Inc.",30505539.4,Consumer Services,Advertising
MXWL,"Maxwell Technologies, Inc.",169994150,Miscellaneous,Industrial Machinery/Components
MZOR,Mazor Robotics Ltd.,323258677.6,Health Care,Medical/Dental Instruments
MBFI,MB Financial Inc.,3838934505,Finance,Major Banks
MBFIP,MB Financial Inc.,105672400,Finance,Major Banks
MCFT,"MCBC Holdings, Inc.",286473883.3,Capital Goods,Marine Transportation
MGRC,McGrath RentCorp,818533650.7,Technology,Diversified Commercial Services
MDCA,MDC Partners Inc.,449415855,Technology,Advertising
MFIN,Medallion Financial Corp.,46431484.8,Finance,Finance: Consumer Services
MFINL,Medallion Financial Corp.,0,Finance,Finance: Consumer Services
MTBC,"Medical Transcription Billing, Corp.",7836395.57,Technology,Computer Software: Prepackaged Software
MTBCP,"Medical Transcription Billing, Corp.",7471592.192,Technology,Computer Software: Prepackaged Software
MNOV,"MediciNova, Inc.",218905478.5,Health Care,Major Pharmaceuticals
MDSO,"Medidata Solutions, Inc.",3249951514,Technology,Computer Software: Prepackaged Software
MDGS,Medigus Ltd.,2320462.182,Health Care,Medical/Dental Instruments
MDWD,MediWound Ltd.,135968783.8,Consumer Durables,Specialty Chemicals
MDVX,Medovex Corp.,21655888.02,Health Care,Medical/Dental Instruments
MDVXW,Medovex Corp.,0,Health Care,Medical/Dental Instruments
MEDP,"Medpace Holdings, Inc.",1175410715,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEET,"MeetMe, Inc.",283134478.8,Consumer Services,Advertising
MEIP,"MEI Pharma, Inc.",62513127.6,Health Care,Major Pharmaceuticals
MPEL,Melco Crown Entertainment Limited,2889760074,Consumer Services,Hotels/Resorts
MLNX,"Mellanox Technologies, Ltd.",2369318602,Technology,Semiconductors
MELR,"Melrose Bancorp, Inc.",45276174.6,Finance,Major Banks
MEMP,Memorial Production Partners LP,12557933.38,Energy,Oil & Gas Production
MENT,Mentor Graphics Corporation,4067637349,Technology,EDP Services
MTSL,MER Telemanagement Solutions Ltd.,6953484,Public Utilities,Telecommunications Equipment
MELI,"MercadoLibre, Inc.",9394920765,Miscellaneous,Business Services
MBWM,Mercantile Bank Corporation,551765119,Finance,Major Banks
MERC,Mercer International Inc.,786033776.7,Basic Industries,Paper
MBVT,"Merchants Bancshares, Inc.",352547123.2,Finance,Major Banks
MRCY,Mercury Systems Inc,1806990854,Capital Goods,Electrical Products
EBSB,"Meridian Bancorp, Inc.",1018325995,Finance,Major Banks
VIVO,Meridian Bioscience Inc.,544410921.3,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MRDN,"Meridian Waste Solutions, Inc",5010778.55,Basic Industries,Miscellaneous
MRDNW,"Meridian Waste Solutions, Inc",0,Basic Industries,Miscellaneous
MMSI,"Merit Medical Systems, Inc.",1362134011,Health Care,Medical/Dental Instruments
MACK,"Merrimack Pharmaceuticals, Inc.",403932067.7,Health Care,Major Pharmaceuticals
MSLI,Merus Labs International Inc.,111138210.7,Health Care,Major Pharmaceuticals
MRUS,Merus N.V.,453739330.6,Health Care,Major Pharmaceuticals
MLAB,"Mesa Laboratories, Inc.",465030464.6,Capital Goods,Industrial Machinery/Components
MESO,Mesoblast Limited,27939390.15,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASH,"Meta Financial Group, Inc.",786913160.4,Finance,Savings Institutions
MEOH,Methanex Corporation,4456204765,Basic Industries,Major Chemicals
MFRI,"MFRI, Inc.",61308462.6,Capital Goods,Pollution Control Equipment
MGCD,MGC Diagnostics Corporation,42998901.4,Health Care,Medical/Dental Instruments
MGEE,MGE Energy Inc.,2225709354,Energy,Electric Utilities: Central
MGPI,"MGP Ingredients, Inc.",783970892.9,Consumer Non-Durables,Beverages (Production/Distribution)
MBOT,Microbot Medical Inc.,174133723.9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MCHP,Microchip Technology Incorporated,15864477695,Technology,Semiconductors
MU,"Micron Technology, Inc.",28197364702,Technology,Semiconductors
MICT,"Micronet Enertec Technologies, Inc.",8840800.43,Capital Goods,Electrical Products
MICTW,"Micronet Enertec Technologies, Inc.",0,Capital Goods,Electrical Products
MSCC,Microsemi Corporation,6052418764,Technology,Semiconductors
MSFT,Microsoft Corporation,4.96494E+11,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated,2172705860,Technology,Computer Software: Prepackaged Software
MVIS,"Microvision, Inc.",110310967.8,Capital Goods,Industrial Machinery/Components
MPB,Mid Penn Bancorp,120648964.5,Finance,Major Banks
MTP,Midatech Pharma PLC,5397124.381,Health Care,Major Pharmaceuticals
MCEP,"Mid-Con Energy Partners, LP",82273588.62,Energy,Oil & Gas Production
MBRG,Middleburg Financial Corporation,255275488.4,Finance,Major Banks
MBCN,Middlefield Banc Corp.,95663177.59,Finance,Major Banks
MSEX,Middlesex Water Company,617359618.8,Public Utilities,Water Supply
MSBI,"Midland States Bancorp, Inc.",540321932.4,Finance,Major Banks
MOFG,"MidWestOne Financial Group, Inc.",420629320.8,Finance,Major Banks
MIME,Mimecast Limited,1133288541,Technology,Computer Software: Prepackaged Software
MDXG,"MiMedx Group, Inc",917354271.5,Health Care,Medical/Dental Instruments
MNDO,MIND C.T.I. Ltd.,54974878.67,Technology,EDP Services
MB,"MINDBODY, Inc.",1108332471,Technology,EDP Services
NERV,"Minerva Neurosciences, Inc",288899867.9,Health Care,Major Pharmaceuticals
MGEN,"Miragen Therapeutics, Inc.",349107000,Health Care,Medical Specialities
MRTX,"Mirati Therapeutics, Inc.",139589559.2,Health Care,Major Pharmaceuticals
MIRN,"Mirna Therapeutics, Inc.",48130855.08,Health Care,Major Pharmaceuticals
MSON,"MISONIX, Inc.",91209584.25,Capital Goods,Medical Specialities
MIND,"Mitcham Industries, Inc.",59844302.1,Technology,Diversified Commercial Services
MINDP,"Mitcham Industries, Inc.",0,Technology,Diversified Commercial Services
MITK,"Mitek Systems, Inc.",199645782,Technology,Computer peripheral equipment
MITL,Mitel Networks Corporation,792808432,Technology,Radio And Television Broadcasting And Communications Equipment
MKSI,"MKS Instruments, Inc.",3499604290,Capital Goods,Industrial Machinery/Components
MMAC,"MMA Capital Management, LLC",132350206.2,Finance,Real Estate
MINI,"Mobile Mini, Inc.",1436955281,Capital Goods,Metal Fabrications
MOBL,"MobileIron, Inc.",401519218.5,Technology,Computer Software: Prepackaged Software
MOCO,"MOCON, Inc.",115914487.5,Capital Goods,Industrial Machinery/Components
MDSY,ModSys International Ltd.,17170995.6,Technology,EDP Services
MLNK,"ModusLink Global Solutions, Inc",79012620.83,Miscellaneous,Business Services
MBRX,"Moleculin Biotech, Inc.",13138039.08,Health Care,Major Pharmaceuticals
MNTA,"Momenta Pharmaceuticals, Inc.",1077795030,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOMO,Momo Inc.,2116001376,Technology,Computer Software: Prepackaged Software
MCRI,"Monarch Casino & Resort, Inc.",485617878.2,Consumer Services,Hotels/Resorts
MDLZ,"Mondelez International, Inc.",66758750150,Consumer Non-Durables,Packaged Foods
MGI,"Moneygram International, Inc.",674601709.5,Miscellaneous,Business Services
MPWR,"Monolithic Power Systems, Inc.",3613036010,Technology,Semiconductors
TYPE,Monotype Imaging Holdings Inc.,829518276.6,Technology,EDP Services
MNRO,"Monro Muffler Brake, Inc.",1857902851,Consumer Services,Automotive Aftermarket
MRCC,Monroe Capital Corporation,259935200,n/a,n/a
MNST,Monster Beverage Corporation,27430840000,Consumer Non-Durables,Beverages (Production/Distribution)
MSDI,"Monster Digital, Inc.",10171067.4,Technology,Electronic Components
MSDIW,"Monster Digital, Inc.",0,Technology,Electronic Components
MORN,"Morningstar, Inc.",3433817440,Finance,Investment Managers
MOSY,"MoSys, Inc.",15184085.45,Technology,Semiconductors
MTFB,Motif Bio plc,12829666.2,Health Care,Major Pharmaceuticals
MTFBW,Motif Bio plc,0,Health Care,Major Pharmaceuticals
MPAA,"Motorcar Parts of America, Inc.",528473132.3,Capital Goods,Auto Parts:O.E.M.
MPVD,Mountain Province Diamonds Inc.,623293448.7,Basic Industries,Precious Metals
MOXC,"Moxian, Inc.",212412820.8,Technology,"Computer Software: Programming, Data Processing"
MRVC,"MRV Communications, Inc.",50722892.9,Technology,Semiconductors
MSBF,MSB Financial Corp.,95659987,Finance,Savings Institutions
MSG,MSG Networks Inc.,4544278842,Consumer Services,Services-Misc. Amusement & Recreation
MTGE,MTGE Investment Corp.,757956900,Consumer Services,Real Estate Investment Trusts
MTGEP,MTGE Investment Corp.,51479800,Consumer Services,Real Estate Investment Trusts
MTSC,MTS Systems Corporation,922127057.6,Capital Goods,Industrial Machinery/Components
LABL,Multi-Color Corporation,1235394164,Miscellaneous,Publishing
MFSF,MutualFirst Financial Inc.,229614704.6,Finance,Major Banks
MYSZ,"My Size, Inc.",40492325.7,Technology,Computer Software: Prepackaged Software
MYL,Mylan N.V.,24176055331,Health Care,Major Pharmaceuticals
MYOK,"MyoKardia, Inc.",394433924.9,Health Care,Major Pharmaceuticals
MYOS,MYOS RENS Technology Inc.,17372646.72,Health Care,Major Pharmaceuticals
MYRG,"MYR Group, Inc.",624434189.3,Basic Industries,Water Supply
MYGN,"Myriad Genetics, Inc.",1317571125,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NBRV,Nabriva Therapeutics AG,269076240,Health Care,Major Pharmaceuticals
NAKD,Naked Brand Group Inc.,17119857.3,Consumer Non-Durables,Apparel
NNDM,Nano Dimension Ltd.,16790323.17,Technology,Electrical Products
NANO,Nanometrics Incorporated,671997195.9,Capital Goods,Industrial Machinery/Components
NSTG,"NanoString Technologies, Inc.",403277088,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NH,"NantHealth, Inc.",869290620.8,Technology,EDP Services
NK,"NantKwest, Inc.",368218435.8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSSC,"NAPCO Security Technologies, Inc.",172037220.3,Consumer Durables,Telecommunications Equipment
NDAQ,"Nasdaq, Inc.",11744276791,Finance,Investment Bankers/Brokers/Service
NTRA,"Natera, Inc.",509682824.5,Health Care,Medical Specialities
NATH,"Nathan&#39;s Famous, Inc.",258525164.3,Consumer Services,Restaurants
NAUH,"National American University Holdings, Inc.",61291480.21,Consumer Services,Other Consumer Services
NKSH,"National Bankshares, Inc.",274839973,Finance,Major Banks
FIZZ,National Beverage Corp.,2820741105,Consumer Non-Durables,Beverages (Production/Distribution)
NCMI,"National CineMedia, Inc.",806851955.2,Consumer Services,Advertising
NCOM,National Commerce Corporation,407311652.3,Finance,Major Banks
NGHC,National General Holdings Corp,2610099123,Finance,Property-Casualty Insurers
NGHCN,National General Holdings Corp,0,Finance,Property-Casualty Insurers
NGHCO,National General Holdings Corp,0,Finance,Property-Casualty Insurers
NGHCP,National General Holdings Corp,56151040,Finance,Property-Casualty Insurers
NGHCZ,National General Holdings Corp,0,Finance,Property-Casualty Insurers
NHLD,National Holdings Corporation,37686885.48,Finance,Investment Bankers/Brokers/Service
NHLDW,National Holdings Corporation,0,Finance,Investment Bankers/Brokers/Service
NATI,National Instruments Corporation,4182499579,Technology,Computer Software: Prepackaged Software
NRCIA,National Research Corporation,462967450,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRCIB,National Research Corporation,978420017.3,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NSEC,"National Security Group, Inc.",44808634.2,Finance,Life Insurance
NWLI,"National Western Life Group, Inc.",1189026282,Finance,Life Insurance
NAII,"Natural Alternatives International, Inc.",61506404.8,Consumer Durables,Specialty Chemicals
NHTC,Natural Health Trends Corp.,314461280.6,Consumer Durables,Consumer Specialties
NATR,"Nature&#39;s Sunshine Products, Inc.",214736895.3,Health Care,Major Pharmaceuticals
BABY,Natus Medical Incorporated,1235788033,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ISM,Navient Corporation,0,Finance,Finance: Consumer Services
JSM,Navient Corporation,0,Finance,Finance: Consumer Services
NAVI,Navient Corporation,4337482110,Finance,Investment Bankers/Brokers/Service
OSM,Navient Corporation,0,Finance,Finance: Consumer Services
NBTB,NBT Bancorp Inc.,1727861696,Finance,Major Banks
NCIT,"NCI, Inc.",196254933.5,Technology,EDP Services
NKTR,Nektar Therapeutics,2237508704,Health Care,Major Pharmaceuticals
NEOG,Neogen Corporation,2481390342,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEO,"NeoGenomics, Inc.",635954660.1,Health Care,Precision Instruments
NEON,Neonode Inc.,79616539.89,Capital Goods,Industrial Machinery/Components
NEOS,"Neos Therapeutics, Inc.",94759876.4,Health Care,Major Pharmaceuticals
NEOT,"Neothetics, Inc.",20327889.12,Health Care,Major Pharmaceuticals
NVCN,Neovasc Inc.,103862015.4,Health Care,Medical/Dental Instruments
NEPT,Neptune Technologies & Bioresources Inc,83401736.36,Health Care,Major Pharmaceuticals
UEPS,"Net 1 UEPS Technologies, Inc.",698640288.5,Finance,Investment Bankers/Brokers/Service
NETE,"Net Element, Inc.",13804677.55,Technology,EDP Services
NTAP,"NetApp, Inc.",11596716838,Technology,Electronic Components
NTES,"NetEase, Inc.",22409603389,Miscellaneous,Business Services
NFLX,"Netflix, Inc.",59887469050,Consumer Services,Consumer Electronics/Video Chains
NTGR,"NETGEAR, Inc.",1796424562,Public Utilities,Telecommunications Equipment
NLST,"Netlist, Inc.",59732819.86,Technology,Semiconductors
NTCT,"NetScout Systems, Inc.",3368580294,Technology,EDP Services
NTWK,NetSol Technologies Inc.,56614228.1,Technology,Computer Software: Prepackaged Software
CUR,"Neuralstem, Inc.",46999975.08,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBIX,"Neurocrine Biosciences, Inc.",3826061813,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NDRM,NeuroDerm Ltd.,762171803.1,Health Care,Major Pharmaceuticals
NURO,"NeuroMetrix, Inc.",4828089.61,Health Care,Medical/Dental Instruments
NUROW,"NeuroMetrix, Inc.",0,Health Care,Medical/Dental Instruments
NBEV,New Age Beverages Corporation,86067416.58,Consumer Non-Durables,Beverages (Production/Distribution)
NYMT,"New York Mortgage Trust, Inc.",719576564.1,Consumer Services,Real Estate Investment Trusts
NYMTO,"New York Mortgage Trust, Inc.",0,Consumer Services,Real Estate Investment Trusts
NYMTP,"New York Mortgage Trust, Inc.",0,Finance,Finance: Consumer Services
NLNK,NewLink Genetics Corporation,595511694.1,Health Care,Major Pharmaceuticals
NWS,News Corporation,7704756174,Consumer Services,Newspapers/Magazines
NWSA,News Corporation,7501234313,Consumer Services,Newspapers/Magazines
NEWS,"NewStar Financial, Inc.",439864664.8,Finance,Finance: Consumer Services
NEWT,Newtek Business Services Corp.,285121369.4,n/a,n/a
NEWTL,Newtek Business Services Corp.,0,n/a,n/a
NEWTZ,Newtek Business Services Corp.,0,n/a,n/a
NXEO,"Nexeo Solutions, Inc.",822332680.6,Consumer Durables,Specialty Chemicals
NXEOU,"Nexeo Solutions, Inc.",0,Consumer Durables,Specialty Chemicals
NXEOW,"Nexeo Solutions, Inc.",0,Consumer Durables,Specialty Chemicals
NXST,"Nexstar Media Group, Inc.",3398100000,Consumer Services,Broadcasting
NVET,Nexvet Biopharma plc,39370211.7,Health Care,Major Pharmaceuticals
NFEC,NF Energy Saving Corporation,6919420.56,Capital Goods,Metal Fabrications
EGOV,NIC Inc.,1389252448,Miscellaneous,Business Services
NICE,NICE Ltd,2682156188,Technology,Computer Manufacturing
NICK,"Nicholas Financial, Inc.",84713310,Finance,Finance Companies
NCBS,Nicolet Bankshares Inc.,417728520,Finance,Major Banks
NIHD,"NII Holdings, Inc.",186448686.9,Public Utilities,Telecommunications Equipment
NVLS,"Nivalis Therapeutics, Inc.",42193596.45,Health Care,Major Pharmaceuticals
NMIH,NMI Holdings Inc,653554029.1,Finance,Property-Casualty Insurers
NNBR,"NN, Inc.",616977778.1,Capital Goods,Metal Fabrications
NDLS,Noodles & Company,103128127.9,Consumer Services,Restaurants
NDSN,Nordson Corporation,7194851350,Capital Goods,Industrial Machinery/Components
NSYS,Nortech Systems Incorporated,11705760.06,Capital Goods,Industrial Machinery/Components
NBN,Northeast Bancorp,123637290,Finance,Major Banks
NTIC,Northern Technologies International Corporation,70569169.64,Capital Goods,Industrial Specialties
NTRS,Northern Trust Corporation,20296134860,Finance,Major Banks
NTRSP,Northern Trust Corporation,428320000,Finance,Major Banks
NFBK,"Northfield Bancorp, Inc.",907933771.2,Finance,Savings Institutions
NRIM,Northrim BanCorp Inc,201073493.5,Finance,Savings Institutions
NWBI,"Northwest Bancshares, Inc.",1834657284,Finance,Major Banks
NWPX,Northwest Pipe Company,163793247.7,Basic Industries,Steel/Iron Ore
NCLH,Norwegian Cruise Line Holdings Ltd.,11391212505,Consumer Services,Marine Transportation
NWFL,Norwood Financial Corp.,155175982.2,Finance,Major Banks
NVFY,"Nova Lifestyle, Inc",46851205.28,Consumer Durables,Home Furnishings
NVMI,Nova Measuring Instruments Ltd.,451155659.4,Capital Goods,Electronic Components
NVDQ,Novadaq Technologies Inc,444676162.7,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NOVN,"Novan, Inc.",101848031,Health Care,Major Pharmaceuticals
NOVT,Novanta Inc.,880032089.3,Miscellaneous,Industrial Machinery/Components
NVAX,"Novavax, Inc.",399762142.9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVLN,Novelion Therapeutics Inc.,196792030.3,Health Care,Major Pharmaceuticals
NVCR,NovoCure Limited,670461707.3,Health Care,Medical/Dental Instruments
NVGN,Novogen Limited,12314314.25,Health Care,Major Pharmaceuticals
NUAN,"Nuance Communications, Inc.",5006140007,Technology,Computer Software: Prepackaged Software
NMRX,Numerex Corp.,99875299.2,Consumer Durables,Telecommunications Equipment
NTNX,"Nutanix, Inc.",3271921051,Technology,Computer Software: Prepackaged Software
NUTR,Nutraceutical International Corporation,315755715.2,Consumer Durables,Specialty Chemicals
